OverallQual,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,SalePrice,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Neighborhood_nan,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,HouseStyle_nan,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Heating_nan,CentralAir_N,CentralAir_Y,CentralAir_nan,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleCondition_nan
0.4444444444444444,0.6739130434782609,0.25,0.1482881747532031,0.0,0.13300678221552373,0.25,0.375,0.3333333333333333,0.23076923076923078,0.0,0.25806451612903225,0.1313706429662547,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.8888888888888888,0.9637681159420289,0.9333333333333333,0.17811384162990967,0.5530266343825666,0.3749058025621703,0.75,0.5,0.3333333333333333,0.6923076923076923,0.5,0.4946236559139785,0.4306346340786002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.4444444444444444,0.6521739130434783,0.2,0.12140306658265071,0.0,0.10889223813112284,0.25,0.25,0.3333333333333333,0.15384615384615385,0.0,0.23655913978494625,0.15150673517567004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.6666666666666666,0.9710144927536232,0.95,0.24364629279563116,0.0,0.2185380557648832,0.5,0.375,0.3333333333333333,0.38461538461538464,0.25,0.5645161290322581,0.3396750451326205,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.5555555555555556,0.6376811594202898,0.16666666666666666,0.19302667506826296,0.0,0.17313489073097213,0.25,0.25,0.3333333333333333,0.23076923076923078,0.25,0.23655913978494625,0.16955978336342176,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.6666666666666666,0.41304347826086957,0.85,0.10922075194286915,0.0,0.09796533534287867,0.25,0.25,0.3333333333333333,0.23076923076923078,0.0,0.3870967741935484,0.1348423830023608,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.5555555555555556,0.7101449275362319,0.3333333333333333,0.14072673808023525,0.0,0.12622456669178597,0.25,0.25,0.3333333333333333,0.23076923076923078,0.25,0.3225806451612903,0.15845021524788225,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.3333333333333333,0.6884057971014492,0.2833333333333333,0.20205839109430793,0.0,0.18123587038432554,0.5,0.25,0.6666666666666666,0.3076923076923077,0.0,0.3467741935483871,0.07651715039577836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.9565217391304348,0.9,0.1638311279143037,0.0,0.146948003014318,0.25,0.375,0.3333333333333333,0.3076923076923077,0.0,0.3870967741935484,0.1723371753923066,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.6231884057971014,0.25,0.21109010712035287,0.0,0.18933685003767897,0.25,0.375,0.3333333333333333,0.3076923076923077,0.0,0.1975806451612903,0.14456325510345786,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.7777777777777778,0.9637681159420289,0.9333333333333333,0.1730728838479311,0.5898305084745763,0.38470233609645815,0.75,0.5,0.3333333333333333,0.5384615384615384,0.25,0.573252688172043,0.40327732259408416,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.6666666666666666,0.42028985507246375,0.0,0.16257088846880907,0.0,0.14581763376036172,0.25,0.375,0.3333333333333333,0.3076923076923077,0.25,0.1881720430107527,0.14511873350923482,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.7777777777777778,0.9420289855072463,0.8666666666666667,0.3068683049779458,0.0,0.2752449133383572,0.5,0.375,0.3333333333333333,0.38461538461538464,0.25,0.3588709677419355,0.2709345924177198,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.7536231884057971,0.43333333333333335,0.15248897290485192,0.0,0.13677467972871138,0.25,0.375,0.3333333333333333,0.3076923076923077,0.25,0.3844086021505376,0.13192612137203166,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.6956521739130435,0.85,0.15248897290485192,0.0,0.13677467972871138,0.25,0.375,0.3333333333333333,0.3076923076923077,0.25,0.1814516129032258,0.16539369532009443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.7777777777777778,0.9782608695652174,0.95,0.2659105229993699,0.0,0.2385079125847777,0.5,0.375,0.3333333333333333,0.38461538461538464,0.25,0.5981182795698925,0.3074572975975559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.572463768115942,0.8333333333333334,0.11888258769166142,0.0,0.10663149962321025,0.25,0.375,0.3333333333333333,0.23076923076923078,0.0,0.3870967741935484,0.1387307318427996,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.7777777777777778,0.9782608695652174,0.9666666666666667,0.2877546733879437,0.0,0.25810097965335344,0.5,0.375,0.3333333333333333,0.38461538461538464,0.25,0.5188172043010753,0.3764754895153451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.6159420289855072,0.7833333333333333,0.2659105229993699,0.0,0.2385079125847777,0.25,0.25,0.3333333333333333,0.3076923076923077,0.5,0.21438172043010753,0.2396889320927649,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.3333333333333333,0.39855072463768115,0.0,0.039067422810333964,0.0,0.035041446872645064,0.25,0.125,0.3333333333333333,0.15384615384615385,0.0,0.16129032258064516,0.04666018608526593,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.3333333333333333,0.34782608695652173,0.0,0.0661625708884688,0.32348668280871673,0.18519216277317258,0.25,0.375,0.3333333333333333,0.3076923076923077,0.0,0.16801075268817203,0.007082349673656437,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.4444444444444444,0.6811594202898551,0.9333333333333333,0.18777567737870196,0.0,0.16842501883948757,0.25,0.375,0.3333333333333333,0.3076923076923077,0.0,0.1821236559139785,0.15893625885293708,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.7777777777777778,0.9782608695652174,0.95,0.1890359168241966,0.0,0.16955538809344387,0.5,0.375,0.3333333333333333,0.38461538461538464,0.0,0.32526881720430106,0.2013609220941536,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.6304347826086957,0.15,0.28691451375761395,0.0,0.2573474001507159,0.25,0.5,0.3333333333333333,0.3076923076923077,0.25,0.3004032258064516,0.18136369948618247,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.8888888888888888,0.9637681159420289,0.9166666666666666,0.2577189666036547,0.0,0.2311605124340618,0.5,0.25,0.3333333333333333,0.3076923076923077,0.25,0.3736559139784946,0.3368976531037356,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.7777777777777778,0.9565217391304348,0.9166666666666666,0.16761184625078765,0.639225181598063,0.3990203466465712,0.75,0.5,0.3333333333333333,0.5384615384615384,0.25,0.4643817204301075,0.3806415775586724,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.8840579710144928,0.75,0.16026044948540222,0.0,0.14374529012810852,0.25,0.375,0.3333333333333333,0.3076923076923077,0.0,0.45161290322580644,0.15289543119011248,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.5942028985507246,0.6666666666666666,0.20226843100189035,0.0,0.18142426525998492,0.25,0.375,0.3333333333333333,0.23076923076923078,0.25,0.3346774193548387,0.164004999305652,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.5869565217391305,0.95,0.1518588531821046,0.0,0.13620949510173325,0.25,0.375,0.3333333333333333,0.23076923076923078,0.0,0.16532258064516128,0.10290237467018469,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.3333333333333333,0.6014492753623188,0.08333333333333333,0.17181264440243646,0.0,0.15410700828937454,0.5,0.25,0.6666666666666666,0.3076923076923077,0.0,0.0,0.06540758228023885,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.5555555555555556,0.6739130434782609,0.25,0.20793950850661624,0.0,0.18651092690278825,0.5,0.375,0.3333333333333333,0.3076923076923077,0.25,0.2956989247311828,0.17372587140674906,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.4444444444444444,0.6304347826086957,0.15,0.208779668136946,0.0,0.18726450640542577,0.25,0.25,0.3333333333333333,0.23076923076923078,0.5,0.20698924731182797,0.18761283155117345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.8043478260869565,0.55,0.11552194917034236,0.0,0.10361718161266013,0.25,0.25,0.3333333333333333,0.23076923076923078,0.0,0.3387096774193548,0.15150673517567004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.7463768115942029,0.5,0.12686410417979416,0.0,0.11379050489826677,0.25,0.375,0.3333333333333333,0.23076923076923078,0.0,0.20698924731182797,0.13241216497708652,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.6304347826086957,0.15,0.1713925645872716,0.0,0.15373021853805577,0.25,0.375,0.3333333333333333,0.3076923076923077,0.0,0.20161290322580644,0.14734064713234274,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.8888888888888888,0.9637681159420289,0.9166666666666666,0.29783658895190085,0.0,0.2671439336850038,0.5,0.25,0.3333333333333333,0.3076923076923077,0.25,0.3870967741935484,0.39577836411609496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.6666666666666666,0.9492753623188406,0.8833333333333333,0.24868725057760974,0.3055690072639225,0.34193669932177845,0.25,0.125,0.3333333333333333,0.3076923076923077,0.25,0.45026881720430106,0.28438550201360924,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.7777777777777778,0.9710144927536232,0.9333333333333333,0.27767275782398654,0.0,0.2490580256217031,0.5,0.375,0.3333333333333333,0.38461538461538464,0.0,0.5551075268817204,0.2982919039022358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.3333333333333333,0.34782608695652173,0.9666666666666667,0.08443604284814114,0.3467312348668281,0.21062547098718915,0.5,0.25,1.0,0.46153846153846156,0.0,0.0,0.10845715872795444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.4444444444444444,0.6811594202898551,0.26666666666666666,0.13043478260869565,0.0,0.11699321778447626,0.25,0.375,0.3333333333333333,0.3076923076923077,0.0,0.2594086021505376,0.12789890293014858,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.5555555555555556,0.9057971014492754,0.7833333333333333,0.0966183574879227,0.3273607748184019,0.21401657874905802,0.5,0.375,0.3333333333333333,0.3076923076923077,0.0,0.260752688172043,0.19733370365227051,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.5555555555555556,0.4492753623188406,0.0,0.1012392354547364,0.0,0.1586284853051997,0.25,0.375,0.3333333333333333,0.3076923076923077,0.25,0.3548387096774194,0.11054020274961811,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.6594202898550725,0.21666666666666667,0.1012392354547364,0.0,0.09080633006782216,0.25,0.25,0.3333333333333333,0.23076923076923078,0.0,0.3467741935483871,0.10429107068462713,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.8888888888888888,0.7898550724637681,0.6166666666666667,0.3167401806343205,0.0,0.28409947249434814,0.0,0.0,0.3333333333333333,0.23076923076923078,0.25,0.6008064516129032,0.4861824746562977,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.4444444444444444,0.6014492753623188,0.08333333333333333,0.21550094517958412,0.0,0.193293142426526,0.25,0.375,0.3333333333333333,0.3076923076923077,0.25,0.3844086021505376,0.1320649909734759,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.5555555555555556,0.6666666666666666,0.23333333333333334,0.22915353917244277,0.0,0.20553880934438584,0.5,0.375,0.3333333333333333,0.38461538461538464,0.25,0.3870967741935484,0.20219413970281905,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.7777777777777778,0.9202898550724637,0.8333333333333334,0.136315900021004,0.36610169491525424,0.2646948003014318,0.5,0.375,0.3333333333333333,0.38461538461538464,0.0,0.3225806451612903,0.19108457158727954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.6666666666666666,0.9565217391304348,0.9,0.11048099138836379,0.41646489104116224,0.26111529766390357,0.5,0.375,0.3333333333333333,0.38461538461538464,0.0,0.3797043010752688,0.22441327593389807,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1.0,0.9710144927536232,0.9333333333333333,0.2293635790800252,0.735593220338983,0.49189902034664656,0.75,0.375,0.3333333333333333,0.6153846153846154,0.25,0.4307795698924731,0.560866546313012,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.4444444444444444,0.7246376811594203,0.36666666666666664,0.09367779878176853,0.0,0.0840241145440844,0.25,0.25,0.3333333333333333,0.15384615384615385,0.0,0.23655913978494625,0.12498264129981947,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.5555555555555556,0.9565217391304348,0.9,0.1730728838479311,0.0,0.15523737754333083,0.25,0.375,0.3333333333333333,0.23076923076923078,0.0,0.3870967741935484,0.1709484793778642,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.4444444444444444,0.34782608695652173,0.7666666666666667,0.051879857172862844,0.2566585956416465,0.14638281838733985,0.25,0.375,0.3333333333333333,0.3076923076923077,0.0,0.1935483870967742,0.09179280655464518,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.7777777777777778,0.9710144927536232,0.9333333333333333,0.21760134425540853,0.0,0.19517709118311982,0.5,0.25,0.3333333333333333,0.3076923076923077,0.25,0.32526881720430106,0.2327454520205527,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
